cd-hit,0,145,2
cd-hit,1,121.852366928447,192
cd-hit,2,8295,1
cd-hit,3,157.1526910299,301
cd-hit,4,8295,1
cd-hit,5,8295,1
cd-hit,6,8295,1
cd-hit,7,8295,1
usearch,0,120.734995682211,193
usearch,1,158.214412169694,303
usearch,2,97.3333333333333,3
usearch,3,8295,1
VeGETA,0,40.9410628019324,46
VeGETA,1,460.565266106443,85
VeGETA,2,69.6199082042455,84
VeGETA,3,139.225641025641,105
VeGETA,4,129.285204991087,34
VeGETA,5,51.3333333333333,33
VeGETA,6,49.5061728395062,82
VeGETA,7,111.21568627451,18
VeGETA,8,55.8909090909091,11
