cd-hit,0,186.007967742714,499
cd-hit,1,6936,1
usearch,0,184.708839365478,499
usearch,1,6936,1
VeGETA,0,78.951951951952,37
VeGETA,1,160.526455026455,28
VeGETA,10,28.9824561403509,39
VeGETA,11,14.1505376344086,31
VeGETA,12,10.6666666666667,10
VeGETA,13,38.1714285714286,21
VeGETA,14,160.596017069701,38
VeGETA,15,16.2857142857143,7
VeGETA,16,22.3157894736842,19
VeGETA,17,17.2222222222222,10
VeGETA,18,11.290756302521,35
VeGETA,19,14.3787878787879,12
VeGETA,2,92.3333333333333,12
VeGETA,20,6.38095238095238,7
VeGETA,21,36.7142857142857,8
VeGETA,22,7.90476190476191,7
VeGETA,23,14.4275862068966,30
VeGETA,24,6936,1
VeGETA,25,6936,1
VeGETA,26,6936,1
VeGETA,27,6936,1
VeGETA,28,6936,1
VeGETA,29,6936,1
VeGETA,3,91.995670995671,22
VeGETA,30,6936,1
VeGETA,31,6936,1
VeGETA,32,6936,1
VeGETA,33,6936,1
VeGETA,34,6936,1
VeGETA,35,6936,1
VeGETA,36,6936,1
VeGETA,37,6936,1
VeGETA,38,6936,1
VeGETA,39,6936,1
VeGETA,4,58.969696969697,12
VeGETA,40,6936,1
VeGETA,5,100.036231884058,24
VeGETA,6,15.5357142857143,8
VeGETA,7,29.1060606060606,12
VeGETA,8,43.469696969697,12
VeGETA,9,14.1380952380952,36
