cd-hit,0,182.505795421617,204
cd-hit,1,193.927353595256,285
cd-hit,2,187.964285714286,8
cd-hit,3,5613,1
cd-hit,4,298,2
usearch,0,188.333530455352,267
usearch,1,184.288136395927,206
usearch,2,195.62962962963,27
VeGETA,0,156.221674876847,29
VeGETA,1,102.606060606061,22
VeGETA,10,132.458333333333,16
VeGETA,11,55.1428571428571,21
VeGETA,12,13.0357142857143,8
VeGETA,13,136.867647058824,17
VeGETA,14,18.5,9
VeGETA,15,21.6153846153846,14
VeGETA,16,5613,1
VeGETA,17,5613,1
VeGETA,18,5613,1
VeGETA,19,5613,1
VeGETA,2,187.762277951933,88
VeGETA,20,5613,1
VeGETA,21,5613,1
VeGETA,22,5613,1
VeGETA,23,5613,1
VeGETA,24,5613,1
VeGETA,25,5613,1
VeGETA,26,5613,1
VeGETA,27,5613,1
VeGETA,28,5613,1
VeGETA,29,5613,1
VeGETA,3,156.680794907623,114
VeGETA,30,5613,1
VeGETA,31,5613,1
VeGETA,4,15.6126482213439,23
VeGETA,5,14.3104838709677,32
VeGETA,6,68,10
VeGETA,7,37.4935064935065,22
VeGETA,8,8.98484848484848,12
VeGETA,9,17.9911406423034,43
